제품명,가격,제조사,상세정보
AONE 시그니처 850W 80PLUS브론즈 풀모듈러 ATX3.1,"85,000",AONE ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 브론즈', '케이블연결': '풀모듈러', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '98%', '쿨링팬 크기': '140mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '160mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '70.8A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '4개', 'SATA': '8개', 'IDE 4핀': '6개', 'FDD': '1개', '부가기능': '정보없음', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '과부하(OLP)': '○', 'KC인증': '정보없음'}"
darkFlash 퍼펙트모스트 750W 80PLUS골드 풀모듈러 ATX3.1 화이트,"111,800",darkFlash ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '750W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '18A', '+5V 출력': '18A', '+12V 출력': '62.5A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '2개', 'SATA': '5개', 'IDE 4핀': '3개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '무부하(NLP)': '○', 'KC인증': '정보없음'}"
DEEPCOOL PN850M 80PLUS골드 풀모듈러 ATX3.1,"119,000",DEEPCOOL ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'GOLD', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '99%', 'PFC회로': '액티브PFC', 'PF(역률)': '98%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '70.5A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '8개', 'IDE 4핀': '2개', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
CORSAIR RM1200x SHIFT 80PLUS골드 ATX3.0 화이트,"353,600",CORSAIR ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1200W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'LAMBDA인증': 'A-', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', '쿨링팬 크기': '140mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '180mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '100A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀 x1', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12VHPWR 1개', 'PCIe 8핀(6+2)': '6개', 'SATA': '16개', 'IDE 4핀': '8개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '프리볼트': '○', '': '', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', 'KC인증': '정보없음'}"
CORSAIR RM750x SHIFT 80PLUS골드 ATX3.0 화이트,"187,680",CORSAIR ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '750W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'LAMBDA인증': 'A-', '+12V 출력방식': '+12V 싱글레일', '쿨링팬 크기': '140mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '160mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '62.5A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀 x1', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12VHPWR 1개', 'PCIe 8핀(6+2)': '2개', 'SATA': '12개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '프리볼트': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', 'KC인증': '정보없음'}"
잘만 TeraMax II SE 750W 80PLUS골드 풀모듈러 ATX3.1 블랙,"119,500",잘만 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '750W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'GOLD', 'LAMBDA인증': 'A', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '62.5A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '8개', 'IDE 4핀': '3개', 'FDD': '1개', '부가기능': '정보없음', '대기전력 1W 미만': '○', '프리볼트': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
마이크로닉스 ASTRO PLATINUM 850W 풀모듈러,"164,430",마이크로닉스,"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 플래티넘', '케이블연결': '풀모듈러', '전압변동': '±0.5%', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': '2볼', '깊이': '180mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '70.8', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 8핀(6+2)': '6개', 'SATA': '8개', 'IDE 4핀': '6개', 'FDD': '1개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '프리볼트': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
리안리 EDGE 1000 80PLUS플래티넘 화이트,"268,790",리안리 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1000W', '80PLUS인증': '80 PLUS 플래티넘', '케이블연결': '풀모듈러', 'ETA인증': 'PLATINUM', '+12V 출력방식': '+12V 싱글레일', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '182mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '83A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '4개', 'SATA': '12개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '프리볼트': '○', '내부설계': '정보없음', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
잘만 GigaMax III 850W 80PLUS브론즈 모듈러 ATX3.1 화이트,"90,460",잘만 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 브론즈', '케이블연결': '세미모듈러', 'ETA인증': 'SILVER', 'LAMBDA인증': 'STANDARD++', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '70.83A 이상', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '4개', 'SATA': '6개', 'IDE 4핀': '3개', '부가기능': '정보없음', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
AONE STORM 700LF 벌크,"41,500",AONE ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '700W', '+12V 출력방식': '+12V 싱글레일', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'LLS(Sleeve)', '깊이': '140mm', 'A/S 보증기간': '무상 3년', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '58.3A', '-12V 출력': '0.5A', '+5Vsb 출력': '2.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 8핀(6+2)': '4개', 'SATA': '5개', 'IDE 4핀': '3개', '부가기능': '정보없음', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
GIGABYTE UD850GM PG5 80PLUS골드 풀모듈러 ATX3.0 피씨디렉트,"105,290",GIGABYTE ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'HYB', '깊이': '140mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '70.8A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12VHPWR 1개', 'PCIe 8핀(6+2)': '4개', 'SATA': '8개', 'IDE 4핀': '3개', 'FDD': '1개', '부가기능': '정보없음', '자동 팬 조절': '○', '프리볼트': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
3RSYS AK 750W 80PLUS브론즈 모듈러 ATX3.1,"74,090",3RSYS ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '750W', '80PLUS인증': '80 PLUS 브론즈', '케이블연결': '세미모듈러', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '97.6%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '62.5A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '8개', 'IDE 4핀': '4개', '부가기능': '정보없음', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '과부하(OLP)': '○', 'KC인증': '정보없음'}"
마이크로닉스 Compact SFX 350W 80PLUS브론즈,"69,550",마이크로닉스,"{'제품 분류': 'M-ATX(SFX) 파워', '정격출력': '350W', '80PLUS인증': '80 PLUS 브론즈', '케이블연결': '케이블일체형', '+12V 출력방식': '+12V 싱글레일', 'PFC회로': '액티브PFC', '쿨링팬 크기': '80mm 팬', '쿨링팬 개수': '1개(팬)', 'A/S 보증기간': '무상 3년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '15A', '+5V 출력': '16A', '+12V 출력': '27A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', 'PCIe 8핀(6+2)': '1개', 'PCIe 6핀': '1개', 'SATA': '3개', 'IDE 4핀': '2개', '부가기능': '정보없음', '대기전력 1W 미만': '○', '프리볼트': '○', 'KC인증': '정보없음'}"
잘만 MegaMax II 500W 80PLUS브론즈 ATX3.1,"50,520",잘만 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '500W', '80PLUS인증': '80 PLUS 브론즈', 'ETA인증': 'SILVER', 'LAMBDA인증': 'A', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'HDB/HYB', '깊이': '140mm', 'A/S 보증기간': '무상 7년', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '41.66A', '-12V 출력': '0.5A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, 4핀x1', 'PCIe 8핀(6+2)': '2개', 'SATA': '6개', 'IDE 4핀': '3개', 'FDD': '1개', '부가기능': '정보없음', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
리안리 EDGE 1300 80PLUS플래티넘 화이트,"338,790",리안리 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1300W', '80PLUS인증': '80 PLUS 플래티넘', '케이블연결': '풀모듈러', 'ETA인증': 'PLATINUM', '+12V 출력방식': '+12V 싱글레일', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '182mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '108A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 2개', 'PCIe 8핀(6+2)': '4개', 'SATA': '16개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '프리볼트': '○', '내부설계': '정보없음', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
MSI MAG A1000GLS 80PLUS골드 풀모듈러 ATX3.1,"188,990",MSI ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1000W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'GOLD', 'LAMBDA인증': 'A', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '99%', 'PFC회로': '액티브PFC', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '150mm', 'A/S 보증기간': '무상 7년', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '83.3A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '9개', 'IDE 4핀': '4개', 'FDD': '3개', '부가기능': '정보없음', '프리볼트': '○', '내부설계': '정보없음', '105도 콘덴서': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
시소닉 PRIME PLATINUM PX-2200 풀모듈러 ATX3,"834,480",시소닉 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '2200W', '80PLUS인증': '80 PLUS 플래티넘', '케이블연결': '풀모듈러', '+12V 출력방식': '+12V 싱글레일', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '210mm', 'A/S 보증기간': '무상 12년', 'DC 출력': '정보없음', '+3.3V 출력': '25A', '+5V 출력': '25A', '+12V 출력': '183.33A', '-12V 출력': '0.5A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x3', 'PCIe 16핀(12+4)': '12V2x6 4개', 'PCIe 8핀(6+2)': '4개', 'SATA': '16개', 'SATA3.3': '2개', 'IDE 4핀': '3개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '내부설계': '정보없음', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '무부하(NLP)': '○', 'KC인증': '정보없음'}"
Segotep GM1000W 80PLUS골드 풀모듈러 ATX3.1 화이트,"168,970",Segotep ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1000W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', '+12V 출력방식': '+12V 싱글레일', 'PFC회로': '액티브PFC', 'PF(역률)': '98%', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '160mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '25A', '+5V 출력': '25A', '+12V 출력': '83.3A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '12개', 'IDE 4핀': '6개', '부가기능': '정보없음', '팬리스모드': '○', '프리볼트': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '과부하(OLP)': '○', 'KC인증': '정보없음'}"
3RSYS AK 1000W 80PLUS브론즈 모듈러 ATX3.1,"93,280",3RSYS ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1000W', '80PLUS인증': '80 PLUS 브론즈', '케이블연결': '세미모듈러', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '98.2%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '23A', '+5V 출력': '23A', '+12V 출력': '83A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x2, (4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '4개', 'SATA': '8개', 'IDE 4핀': '4개', '부가기능': '정보없음', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '과부하(OLP)': '○', 'KC인증': '정보없음'}"
MSI MAG A750GLS 80PLUS골드 풀모듈러 ATX3.1,"128,990",MSI ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '750W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'GOLD', 'LAMBDA인증': 'A', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '99%', 'PFC회로': '액티브PFC', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '150mm', 'A/S 보증기간': '무상 7년', 'DC 출력': '정보없음', '+3.3V 출력': '18A', '+5V 출력': '18A', '+12V 출력': '62.5A', '-12V 출력': '0.3A', '+5Vsb 출력': '2.5A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '4개', 'SATA': '5개', 'IDE 4핀': '2개', 'FDD': '1개', '부가기능': '정보없음', '프리볼트': '○', '내부설계': '정보없음', '105도 콘덴서': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
MSI MPG A1000GS II 80PLUS골드 풀모듈러 ATX3.1,"198,990",MSI ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1000W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'GOLD', 'LAMBDA인증': 'A', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '99%', 'PFC회로': '액티브PFC', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '150mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '83.3A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '8개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '프리볼트': '○', '내부설계': '정보없음', '105도 콘덴서': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
